Timestamp,What is your age group?,What gender do you identify with?,How would you describe your ethnicity?,Do you consider yourself to have a disability or long term health condition?,What is your sexual orientation?,Please indicate the following about your employment status:,What is your religious belief?,Where do you currently live?,Had you been to a sauna before you came to Community Sauna?,How did you hear about the Community Sauna?,How often do you visit our sauna?,Which of our sauna locations do you visit most often?,Have you experienced any physical health improvements from using the sauna?,Have you experienced any mental health improvements from using the sauna?,"How important is having regular access to sauna?

On a scale of 1 to 5, where 1 is low and 5 is high",What do you enjoy most about the community sauna?,Are you satisfied with the temperature at our saunas?,"If you’re not satisfied, could you please explain why",Are you satisfied with the amount of customers during the sessions?,"If you’re not satisfied, could you please explain why2",Do you feel a sense of belonging or community when using the sauna?,"How would you rate  the overall cleanliness and hygiene of the sauna facilities?

On a scale of 1 to 5, where 1 is low and 5 is high","How would you rate the staff’s friendliness and professionalism? 

On a scale of 1 to 5, where 1 is low and 5 is high","How would you rate the overall ambiance and atmosphere of the sauna?

On a scale of 1 to 5, where 1 is low and 5 is high","Are the sauna prices reasonable and in line with your expectations?

On a scale of 1 to 5, where 1 is low and 5 is high",What improvements or additions would you like to see in the sauna facilities or services?,"Do you know of any specific location where we could set up a community sauna? (e.g., a park, unused building, or local space)","What improvements would you suggest for the facilities, services, or events?",Are you familiar with our social prescribing offers and services?,"If yes, how did you hear about it?",Please share why community sauna is important to you?,In which area of London would you like us to set up a sauna?,What topics would you like to hear more about from us in our communications? (Select all that apply),Is there anything else you would like to share or comment on regarding your experiences at the community sauna in London?
45713.4011524884,35–44,Female,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Employed,Atheism,South West London,Once or twice,Instagram,Weekly,Peckham,Yes,Yes,5,"Improved mood, Helped me connect with the outdoors",Yes,,Yes,,3,5,5,5,5,,,"Occassionally at smaller sites such as peckham, as one session ends and there isn't a gap before the next session starting, there becomes two groups of people trying to access a small mumber of changing facilites/space. MAybe a 15 mins grace period between sessions, so no one feels rushed to leave/or delayed to start their session.",Yes,Social Media,Makes something so valuable for physical and mental health more accessible and affordable ,South West London,,
45713.4402017477,35–44,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Self employed,Atheism,North East London,Once or twice,Word of mouth,Weekly,Hackney Wick,Yes,Yes,2,"Improved my fitness performance, Improved mood, Improved my health",Sometimes,Sometimes it's hard to maintain a temperature with people coming & going often. But i suppose that's how it goes in a shared sauna!,Yes,,4,3,5,5,3,"Love your work! but the water in the pools isn't that always clean, bits floating in the water etc. people don't always shower before plunging?",,Offer naked sessions! it's a liberating feeling and the norm outside of the UK,Yes,Community Sauna website,"The opposite / antidote to a white linen spa. Hot, no nonsense sauna that's OUTSIDE! :)",Leyton,Sauna etiquette or best practices,Keep up the great work :)
45713.4471185995,35–44,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Agnosticism,South East London,Once or twice,Website,Monthly,Hackney Wick,Not sure,Yes,4,"Improved mood, Helped me connect with the outdoors",Yes,,Yes,,3,5,5,5,5,,,,No,,,South East London,,
45713.4484537731,25–34,Female,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Student,Atheism,South East London,Once or twice,Word of mouth,Monthly,Peckham,Yes,Yes,4,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Helped me connect with the outdoors, Increased my body confidence",Yes,,No,"At Bermondsey it is fine and feels spacious, it feels more cramped at Peckham sauna, particularly after changing one of the saunas",3,3,4,4,4,,,I once tried to contact for an unwaged concessionary ticket to the queer poetry sauna but never heard back. the £20 price tag was too steep for me sadly,No,,"Its so special to have embodied, non-alcohol led ways to unwind",South East London,"Sauna etiquette or best practices, Upcoming events, Not-for-profit work",
45713.4616228588,25–34,Trans man,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Employed,Agnosticism,North East London,Once or twice,Word of mouth,Monthly,Hackney Wick,Yes,Yes,3,"Helped with physical pain management, Improved my fitness performance, Improved mood, Assists me with my mental health resilience, Increased my body confidence",Yes,,Yes,,5,5,5,5,5,,,,No,,,North East London,"Sauna health benefits, Sauna etiquette or best practices, Upcoming events, Stories and testimonials from the community, Not-for-profit work",
45713.4723620949,35–44,Male,Prefer not to say,No,Heterosexual,Unemployed,Spiritual but not Religious,South East London,I was already a regular sauna user,Website,Weekly,Bermondsey,Not sure,Yes,5,"Helped with physical pain management, Improved mood, Assists me with my mental health resilience, Increased my body confidence",,,Yes, ,4,4,5,5,5,"My only comment, which is not a big deal at all, is that that when people pour water it is not ideal to come in right after since then all the steam escapes. As I said, not a big deal but thought I write something. Think this has been great though! Keep up the great work! ",Floating sauna on the surrey docks :) Would love that!,"Think it is all progressing quite well, would love to have the Bermondsey one available more days",Yes,Social Media,Grew up with Sauna and it is what I have been missing here in London. The community is a bonus :),South East London,"Sauna health benefits, Behind the scenes, Upcoming events",Thank you!
45713.5080009838,25–34,Female,"White (e.g., British, Irish, other European background)",Yes,Bisexual/Pansexual,Employed,Atheism,East London,Never,Word of mouth,Weekly,Hackney Wick,Yes,Yes,5,"Helped with physical pain management, Improved mood, Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors, Increased my body confidence",Yes,,Yes,,3,5,5,5,5,,,,No,,"I have a long term health condition and have an incredibly stressful job, using the sauna helps me reconnect to myself and release stress and tension from day - always feel so much lighter after using the sauna! ",North East London,,
45713.5215453704,45–54,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Christianity,East London,Once or twice,Word of mouth,Monthly,Hackney Wick,Yes,Yes,4,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Helped me connect with the outdoors, Increased my body confidence",Yes,,Yes,,5,5,5,4,3,,,,No,,Such a brilliant place - I love it,North East London,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices, Upcoming events",More womens only sessions please
45713.5304807639,25–34,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Self employed,Spiritual but not Religious,East London,Once or twice,Instagram,Weekly,Hackney Wick,Yes,Yes,4,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors, I made new friends at the sauna",Yes,,Yes,,5,4,5,4,4,,Victoria park ,I was pretty happy ,No,,nice peaceful haven within busy London,Im Happy you are around the corner ,Upcoming events,
45713.5722814352,35–44,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Self employed,Buddhism,South East London,I was already a regular sauna user,Community events,Weekly,Bermondsey,Yes,Yes,5,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health, I made new friends at the sauna, Increased my body confidence",Yes,,Yes,,5,4,5,5,4,"Rain cover the lockers at Bermondsey. More space for changing, doesn't need to be private. But space outside of lockers get crammed sometimes.",BROCKLEY :) & Crofton Park,"Rain cover the lockers at Bermondsey. More space for changing, doesn't need to be private. But space outside of lockers get crammed sometimes. Membership at all locations!",Yes,Posters,I love the community and doing something healthy on a regular basis. And I love that you keep your saunas nice & hot!,South East London,"Behind the scenes, Sauna etiquette or best practices, Upcoming events, Stories and testimonials from the community",Love u all!
45713.5755211921,45–54,Male,"White (e.g., British, Irish, other European background)",No,Homosexual,Self employed,Spiritual but not Religious,West London,I have a sauna at home,Word of mouth,Rarely,Hackney Wick,Yes,Yes,3,,,,,,,,,,,"Make this survey make sense, although I haven't been, there is no option to skip all the Q's about the experience there.",,,No, ,,,,
45713.577221794,25–34,Non-binary,"White (e.g., British, Irish, other European background)",Prefer not to say,Homosexual,Employed,Spiritual but not Religious,Central London,Once or twice,Word of mouth,Rarely,Hackney Wick,Yes,Yes,4,"Improved mood, Assists me with my mental health resilience, Helped me connect with the outdoors",Yes,,Yes,,3,4,4,5,3,,,more space so that sessions aren't booked out so far in advance,No,,,South West London,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices, Upcoming events, Stories and testimonials from the community, Not-for-profit work",
45713.5906870255,35–44,Female,"White (e.g., British, Irish, other European background)",No,Homosexual,Employed,Agnosticism,North East London,Once or twice,Word of mouth,Monthly,Hackney Wick,Not sure,Yes,3,"Improved mood, Assists me with my mental health resilience, Helped me connect with the outdoors",Yes,,Yes,,3,3,4,4,3,,,,No,,,North East London,"Sauna etiquette or best practices, Upcoming events",
45713.5944157292,45–54,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Business owner,Atheism,South East London,I was already a regular sauna user,Word of mouth,Weekly,Bermondsey,Yes,Yes,5,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health, I made new friends at the sauna",Yes,,No,A little too busy,5,4,5,4,3,Astro grass covering the whole plot. Ensure staff always play music as it adds to the atmosphere. Add chlorine powder to cold plunges to sanitise them as they go cloudy very quickly with use.,No,A clock in the communal area. Sauna thermometer inside each sauna,Yes,Social Media,,South East London,,
45713.5980578241,25–34,Female,"White (e.g., British, Irish, other European background)",No,Homosexual,Self employed,Atheism,South East London,Never,Word of mouth,Monthly,Peckham,Yes,Yes,4,"Helped with physical pain management, Improved my fitness performance, Improved mood, Helped me connect with the outdoors, I made new friends at the sauna",Yes,,Yes,,4,4,5,5,4,,,,No,,,South East London,,
45713.6219087384,25–34,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Self employed,Atheism,Greater London,Never,Word of mouth,Weekly,Hackney Wick,Yes,Yes,4,"Improved mood, Assists me with my mental health resilience",Yes,,Yes,,2,5,4,3,5,,,,No,,,North West London,Sauna etiquette or best practices,
45713.6352930093,25–34,Male,"White (e.g., British, Irish, other European background)",No,Prefer not to Say,Self employed,Prefer not to say,East London,Never,Word of mouth,Weekly,Hackney Wick,Not sure,Yes,4,"Improved mood, Improved sense of belonging to the local community., Increased my body confidence",Sometimes,Would sometimes like them hotter :),Yes,,4,4,4,5,5,,,,No,,Health and connection to community ,North East London,,
45713.6404172222,25–34,Female,"White (e.g., British, Irish, other European background)",Yes,Prefer not to Say,Student,Christianity,East London,Once or twice,Word of mouth,Weekly,Hackney Wick,Yes,Yes,4,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, I made new friends at the sauna",Yes,,Yes,,4,5,5,5,5,,,,Yes,Social Media,Sense of belonging ,,"Sauna health benefits, Stories and testimonials from the community, Not-for-profit work",
45713.6605408449,18–24,Female,"Mixed or multiple ethnic groups (e.g., White and Black Caribbean, White and Asian)",No,Heterosexual,Self employed,Christianity,West London,Never,Word of mouth,,,Yes,Yes,3,,,,,,,,,,,,,,No,,,,,
45713.7040247338,35–44,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Atheism,South East London,Once or twice,Word of mouth,Weekly,Bermondsey,No,Yes,4,"Improved mood, Assists me with my mental health resilience",Yes,,No,Bit too busy,3,5,5,5,4,"Bit more space, the changing facilities in better condition.",n/a,n/a,Yes,Social Media,,South East London,Upcoming events,
45713.7074496181,25–34,Female,"White (e.g., British, Irish, other European background)",Yes,Homosexual,Employed,Spiritual but not Religious,East London,Once or twice,Instagram,Monthly,Hackney Wick,Yes,Yes,3,"Helped with physical pain management, Improved mood, Improved sense of belonging to the local community., Increased my body confidence",Yes,,Yes,,3,4,5,4,5,Maybe a few extra saunas if it were possible!,,,No,,,Central London,Sauna health benefits,
45713.7137205093,25–34,Female,"Black, Black British, African, or Caribbean",No,Bisexual/Pansexual,Self employed,Spiritual but not Religious,East London,Once or twice,Word of mouth,Weekly,Stratford,Yes,Yes,5,"Improved mood, Helped me connect with the outdoors",Yes,,Yes,,2,4,4,5,5,Not sure how this would be implemented but just to really ensure people wash off before plunging. X,Dagenham opposite Becontree Heath Leisure Centre there’s an unused pub. ,Something to keep the curtains closed when changing in case it’s windy,No,,I enjoy having somewhere to take a break from the busyness of London life. It’s also great to have somewhere affordable that offers so much with no hidden agendas. ,"The Essex side of East London, just for me! ","Sauna health benefits, Sauna etiquette or best practices",Such a great initiative thank you for setting it up! 
45713.717069456,25–34,Female,"White (e.g., British, Irish, other European background)",No,Prefer not to Say,Unemployed,Prefer not to say,North London,Never,Word of mouth,Monthly,Hackney Wick,Yes,Yes,5,"Improved mood, Assists me with my mental health resilience, Improved my health, Increased my body confidence",Yes,,Yes,,4,5,5,4,5,"The saunas are always a fantastic temperature as are the cold plunges. Had a couple of experiences whereby I have really wanted to relax but people taking photos/videos and and I feel like I am getting in their way taking them as they seemed to not want anybody in the background. The sauna is very popular now and absolutely people should be spreading the word, but first and foremost I enjoy as a place to relax with my friends and strangers not so much as a place to be around people creating ‘content’ (which is the vibe I got both those times). Obviously there is only so much control you can have over this and I always think that the staff are so delightful and lovely and I always feel welcomed. I love the fire pit!!!!",,,Yes,Social Media,"I love that community sauna is really welcoming and a non-scary way to try out the sauna. It was something I had never consider d doing and now it’s a huge part of my life! It’s nice to feel the benefits of the hot to cold and share experiences with others. I think it’s important that the community sauna continues its friendly atmosphere, my best sessions have been where everyone interacts with one another (even if just a smile to one another) always good music good atmosphere. The hottest saunas I know around (no one I’ve been to in London beats the Hackney ones) ! Wellness and a nice place to meet with friends and feel good.",North East London,"Sauna health benefits, Stories and testimonials from the community, Not-for-profit work",Sometimes some of the sessions get very business talky when I’m in the sauna but I guess you guys can’t do much about that. Maybe you should make a session for entrepreneurs to share ideas. Business sauna. But I like the sauna to relax it’s kind of cool people seem to talk about work ventures but for me it’s at my best when the focus is feeling good and relaxing amongst others. And a sauna for everyone!
45713.7445724884,35–44,Male,"Asian or Asian British (e.g., Indian, Pakistani, Bangladeshi, Chinese)",No,Heterosexual,Employed,Atheism,North London,Once or twice,Word of mouth,Weekly,Hackney Wick,Not sure,Yes,4,Improved mood,Yes,,No,On weekend evenings especially there are often groups of 4+ individuals which changes the atmosphere of the sauna. I've had numerous occasions where I have had to hide away in the silent sauna to avoid the loud banter/chatter. A suggestion would be to restrict groups of 4 or more to certain slots so that small groups/individuals who want a quieter experience can avoid those slots. ,3,3,3,4,4,See above. ,If you opened in Finsbury Park or Stationers Park in Crouch End you would have many many takers! ,I've often seen people plunge straight into the pool from the saunas without showering - perhaps more signs near the cold pools reminding people to shower. ,Yes,Social Media,,Finsbury Park/Crouch End,"Sauna health benefits, Sauna etiquette or best practices",
45713.7466459375,18–24,Female,Other ethnic group (please specify): ______________,No,Homosexual,Employed,Spiritual but not Religious,East London,Once or twice,Word of mouth,Monthly,Hackney Wick,Yes,Yes,5,"Improved my fitness performance, Improved sense of belonging to the local community., Assists me with my mental health resilience, I made new friends at the sauna",Yes,,Yes,,5,5,5,5,5,,,,No,,,Central London,"Sauna health benefits, Sauna etiquette or best practices",
45713.7548914699,25–34,Non-binary,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Self employed,Agnosticism,East London,Once or twice,Word of mouth,Monthly,Hackney Wick,Yes,Yes,4,"Improved mood, Improved sense of belonging to the local community., Helped me connect with the outdoors",Yes,,Yes,,4,3,4,4,4,,,,No,,"I think it’s a space to connect, to stop, reset. It’s affordable. It’s away from our phones. I love it. ",North East London,,No!! I just LOVE it so much 
45713.7583011111,25–34,Female,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Student,Agnosticism,South East London,I was already a regular sauna user,Word of mouth,Weekly,Peckham,Yes,Yes,5,"Improved mood, Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors, Increased my body confidence",Sometimes,"Love it to be as hot as possible, the Peckham saunas could have a greater difference in temperature",Yes,,5,5,5,5,5,,,,Yes,Social Media,,South East London,"Sauna health benefits, Behind the scenes, Upcoming events, Not-for-profit work",
45713.7621441204,25–34,Female,Other ethnic group (please specify): ______________,No,Heterosexual,Employed,Atheism,East London,Once or twice,Word of mouth,Monthly,Hackney Wick,Not sure,Yes,5,"Improved mood, Helped me connect with the outdoors",Yes,,No,Too many people at times,3,2,5,5,4,So hard to find a booking slot and it feels a bit dirty :( better changing and shower facilities would b great too! I understand there is too much demand so maybe you should open ore places in Hackney 🌝🌞😍,There is a unused old pub building by the Hackney downs park - might have a garden at the back,Better changing and shower - more cleaning,No,,It helps with my stress and anxiety,More in East,Sauna etiquette or best practices,
45713.7669123843,35–44,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Christianity,East London,I was already a regular sauna user,Word of mouth,Monthly,Hackney Wick,Yes,Yes,5,"Helped with physical pain management, Improved my fitness performance, Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Helped me connect with the outdoors",Yes,,Yes,,5,5,5,5,5,,,,Yes,Social Media,I think a non judgemental shared space to relax and improve wellbeing is so important for community. I've lived in Bow for many years but recently bought a flat here so building a community is really important for me ,South East London,"Sauna health benefits, Sauna etiquette or best practices, Stories and testimonials from the community",I'm addicted! Keep up the good work 
45713.7961542014,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Atheism,South East London,I was already a regular sauna user,Instagram,Rarely,Peckham,No,Yes,5,Improved mood,Sometimes,,No,,1,1,5,4,1,Cheaper and more sessions available ,No,Lower price ,No,No ,,South East London,Sauna health benefits,
45713.8583400694,25–34,Male,"White (e.g., British, Irish, other European background)",Yes,Bisexual/Pansexual,Unemployed,Atheism,South East London,Between once or twice and regular ,Word of mouth,Rarely,Peckham,Not sure,Yes,4,"Improved mood, Assists me with my mental health resilience, Helped me connect with the outdoors",Yes,Once the Peckham one was a bit tepid ,Yes,,3,5,5,4,3,Better chill out space at the Peckham sauna ,No :(,More capacity ,No,,Access to high quality saunas at a reasonable price ,South East London,Sauna etiquette or best practices,
45713.8756131597,25–34,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Prefer not to say,North East London,Once or twice,Word of mouth,Weekly,Stratford,Yes,Yes,5,"Helped with physical pain management, Improved my fitness performance, Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors, I made new friends at the sauna, Increased my body confidence",Yes,,Yes,,4,4,5,5,5,"Recently I've noticed a lot of larger groups of people dominating saunas with loud conversations 

Maybe a little more emphasis on library voices in the saunas would help 

Otherwise love what you do, will continue supporting!",Other UK cities ,,No,,Welcoming super relaxed environment to come and do something nice for myself physically and mentally leaves me feeling refreshed and at ease ,,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices, Upcoming events, Stories and testimonials from the community, Not-for-profit work",
45713.8844378356,35–44,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Buddhism,East London,I was already a regular sauna user,Word of mouth,Rarely,Hackney Wick,Yes,Yes,5,"Helped with physical pain management, Improved mood, Improved my health, Increased my body confidence",Yes,,No,Evening sessions sometimes too crowded ,4,4,5,5,5,I find it perfect - I’ve been using it regularly at the beginning but then I have a few evening where there were too many persons and struggled to access certain saunas - hoping to start again regularly with my new job in the the early morning ,There are many industrial building in seven sister that could potentially do / Harringay too - in both these areas there’s a vibrant community of creative people,I think is perfect - as it is supposed to be… I’ve been a regular customer of the Netil Rooftop sauna but still I prefer the community sauna as it’s a different experience …. More in line with my needs and my vibe ,Yes,Promo at The Baths ,Accessible - positive vibe - good for your mental health in such a hard time ,North East London,"Sauna health benefits, Sauna etiquette or best practices",
45713.9057857639,55–64,Female,"Black, Black British, African, or Caribbean",No,Heterosexual,Business owner,Buddhism,,I was already a regular sauna user,Instagram,Monthly,Stratford,Yes,Yes,5,"Helped with physical pain management, Improved mood, Improved sense of belonging to the local community., Improved my health, Helped me connect with the outdoors",Yes,,Yes,,4,5,5,5,5,,,,No,,It’s a place to just be. Health benefits too,,"Sauna health benefits, Upcoming events, Stories and testimonials from the community",
45713.9062246991,25–34,Female,"Mixed or multiple ethnic groups (e.g., White and Black Caribbean, White and Asian)",Yes,Bisexual/Pansexual,Employed,Agnosticism,South West London,Once or twice,Website,Monthly,Peckham,Yes,Yes,5,"Helped with physical pain management, Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health",Yes,,Yes,,3,1,3,4,4,"More lockers, cleaner plunge pools, warm shower option in winter, cheaper entry prices, new south west london (wimbledon?) location, ","Raynes park- near the station, along the river wandle - lots of in between unused spaces. - south west london","Later openings on weekends, more social events for people to get to know each other, mre volunteer options for people who dont have £, ",No,,"Its so important for my health, wellbeing and moving away from toxic habitual drinking culture, also a great wat to potentially meet people though i havent yet ",South West London,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices, Upcoming events, Stories and testimonials from the community, Not-for-profit work",Have a quiet sauna.
45713.9341227199,25–34,Gender spicy x,"Mixed or multiple ethnic groups (e.g., White and Black Caribbean, White and Asian)",Yes,Bisexual/Pansexual,Employed,Spiritual but not Religious,East London,Once or twice,Word of mouth,Rarely,Hackney Wick,Yes,Yes,3,"Helped with physical pain management, Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Helped me connect with the outdoors, Increased my body confidence",Yes,,Yes,,3,4,5,4,3,,Uncertain ,More changing rooms,Yes,Charity Partner,"Good place to hang with sober friends, relax and chitchat ",North East London,"Sauna health benefits, Sauna etiquette or best practices, Upcoming events, Not-for-profit work",I've social prescribed the sauna to clients in a work capacity 
45713.9519020486,18–24,Male,"White (e.g., British, Irish, other European background)",Yes,Heterosexual,Employed,Spiritual but not Religious,Other (please specify): _______________,I was already a regular sauna user,Word of mouth,Weekly,Hackney Wick,Not sure,Yes,5,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors, I made new friends at the sauna",Yes,,Yes,,4,4,5,5,5,,"ChalkUp! (In Nether Stowey), TA5 1LL",,No,,"It helped me start moving in the direction close to the sole again, after surviving a car crash, being given a 5% chance of living and sustaining a 3rd degree brain injury, multiple broken bones and a (now) titanium femur. ",South West London,"Sauna health benefits, Sauna etiquette or best practices, Stories and testimonials from the community",
45713.9714081597,35–44,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Spiritual but not Religious,South East London,I was already a regular sauna user,Word of mouth,Monthly,Peckham,No,No,2,"Improved mood, Assists me with my mental health resilience",Yes,,Yes,,3,3,5,4,4,Gets bit crowded at switchover - maybe another bench somewhere,,,No,,,South East London,Sauna etiquette or best practices,"Would be good if etiquette is clearly described and followed up on, eg so many people don’t sit on a towel or shower. Could be more enforced in a friendly way. 
Also, peckham sauna (colder one) has the tip of a nail poking out in the backrest in the corner. Only ever so small but you feel it if you lean back. "
45713.9889232986,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Unemployed,Christianity,East London,Once or twice,Word of mouth,Monthly,Hackney Wick,No,Yes,4,"Improved mood, Helped me connect with the outdoors",Yes,,Yes,,3,4,5,4,5,,No,Warm showers for after session,No,,For wellness & socialising with friends & family,North East London,Sauna health benefits,I’ve really enjoyed all my visits at the Hackey Wick Sauna - everyone has always been very friendly & welcoming 
45714.0213693287,35–44,Female,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Self employed,Atheism,East London,I was already a regular sauna user,Instagram,Weekly,Hackney Wick,Yes,Yes,5,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors, Increased my body confidence",Yes,,Yes,,5,4,5,5,5,,Forest Gate ,"Toilet, more parties ",Yes,Social Media,It feels like home,North East London,Upcoming events,
45714.1359371528,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Spiritual but not Religious,East London,Once or twice,Word of mouth,Weekly,Hackney Wick,Yes,Yes,3,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Helped me connect with the outdoors, Increased my body confidence",Yes,,Yes,"Sometimes it doesn't feel crowded, but that's usually when people don't realise Luna is open or there's a private booking ",4,5,5,5,5,,,"I think the app could be improved, it's a bit clunky and not user friendly ",Yes,Event,"Just is a good relief from hustle and bussle of life, keeps me grounded and connected ",North East London,"Sauna health benefits, Behind the scenes, Upcoming events, Not-for-profit work",
45714.2332887847,25–34,Female,"Mixed or multiple ethnic groups (e.g., White and Black Caribbean, White and Asian)",No,Prefer not to Say,Employed,Spiritual but not Religious,East London,Once or twice,Word of mouth,Weekly,Hackney Wick,Yes,Yes,4,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health",Sometimes,Sometimes in the mornings not all are up to temperature but I can see how that can’t be helped ! ,Yes,,4,5,5,4,4,,N/a ,N/a ,No,,It is an irreplaceable part of my routine and has shaped my London experience ,Central London,"Sauna health benefits, Upcoming events, Stories and testimonials from the community, Not-for-profit work",
45714.3755523843,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Agnosticism,East London,Went sporadically,Instagram,Monthly,Stratford,No,Yes,5,"Improved my fitness performance, Improved sense of belonging to the local community., Assists me with my mental health resilience",Sometimes,Sometimes the saunas are too cold,Yes,I am satisfied but I do try not to come at busy times as I prefer it quieter,4,4,5,4,5,,None come to mind!,A small one but it’d be great to have some sort of hook or something on the changing room curtains to secure them and stop them from flapping in the wind/make it a bit less likely people will see you! Otherwise very happy with everything ,Yes,Social Media,"It feels fairly rare in London to have places where people come together in this friendly, casual way. Having little chats or shared moments with strangers helps to build a sense of community and makes London feel less faceless. ",North East London,"Sauna health benefits, Sauna etiquette or best practices, Upcoming events",
45714.387480544,35–44,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Business owner,Atheism,Another UK city,I was already a regular sauna user,Word of mouth,Weekly,Hackney Wick,Yes,Yes,4,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health",Yes,,Yes,,4,3,5,5,5,Cleaner changing rooms,No,Improved changing experience,Yes,Social Media,"It feels great, excellent to socialise in a non alcohol dominated environment",South East London,"Sauna health benefits, Sauna etiquette or best practices",
45714.3983275231,35–44,Male,"White (e.g., British, Irish, other European background)",No,Homosexual,Self employed,Agnosticism,East London,I was already a regular sauna user,Word of mouth,Monthly,Hackney Wick,Yes,Yes,4,"Improved my fitness performance, Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Increased my body confidence",Yes,,Yes,,4,5,5,5,4,you're doing just great! ,somewhere in Hackney Marshes / Springfield Park? ,Perhaps better lockers? But I'm nit-picking. ,No,,"It's a great space to unwind, and provides physical and mental health benefits, plus the community atmosphere is great ",North East London,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices, Upcoming events, Stories and testimonials from the community, Not-for-profit work",
45714.4350327083,25–34,Male,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Self employed,Atheism,West London,Once or twice,Community events,Weekly,Hackney Wick,Yes,Yes,5,"Improved my fitness performance, Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors, I made new friends at the sauna",Yes,,Yes,,5,5,5,5,5,Just a sauna in west London! I don’t mind the travel at all but would love one a little closer to home! ,"Chiswick, down but the riverside near the football club, there are plots of unused land! ","Maybe a larger fire pit, it’s usually full at the end of the session! ",No,,"Everything. The routine it gives me, the improvement to my health both mental and physical, the community! It’s a part of my life now.",WEST LONDON ,"Upcoming events, Stories and testimonials from the community",
45714.4382739352,25–34,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Atheism,East London,Once or twice,Word of mouth,Rarely,Hackney Wick,Not sure,Not sure,3,Improved mood,Yes,,Yes,,3,5,4,4,2,,,,No,,,North East London,Sauna health benefits,
45714.4412046065,25–34,Female,"White (e.g., British, Irish, other European background)",Prefer not to say,Heterosexual,Unemployed,Prefer not to say,South West London,Once or twice,Instagram,Rarely,Peckham,Yes,Yes,3,"Improved mood, Improved sense of belonging to the local community., Increased my body confidence",Yes,,Yes,,3,3,4,3,5,,,,No,,,South West London,"Behind the scenes, Sauna etiquette or best practices, Upcoming events, Stories and testimonials from the community, Not-for-profit work",
